,id,usa_prices
14588,15589,11.28
14589,15590,9.22
14590,15591,6.91
14591,15592,6.85
14592,15593,7.76
14593,15594,6.02
14594,15595,11.28
14595,15596,1.36
14596,15597,8.31
14597,15598,12.09
14598,15599,7.05
14599,15600,1.12
14600,15601,8.49
14601,15602,8.67
14602,15603,3.69
14603,15604,6.91
14604,15605,8.46
14605,15606,3.69
14606,15607,7.05
14607,15608,10.58
14608,15609,12.09
14609,15610,13.61
14610,15611,10.58
14611,15612,8.04
14612,15613,5.08
14613,15614,20.31
14614,15615,9.87
14615,15616,7.76
14616,15617,14.1
14617,15618,12.07
14618,15619,8.45
14619,15620,8.04
14620,15621,5.93
14621,15622,12.09
14622,15623,7.05
14623,15624,6.85
14624,15625,6.02
14625,15626,6.02
14626,15627,10.83
14627,15628,10.06
14628,15629,5.64
14629,15630,11.27
14630,15631,8.46
14631,15632,2.8
14632,15633,9.87
14633,15634,8.04
14634,15635,8.04
14635,15636,7.76
14636,15637,12.09
14637,15638,5.63
14638,15639,8.04
14639,15640,8.46
14640,15641,7.05
14641,15642,8.45
14642,15643,7.25
14643,15644,6.02
14644,15645,4.23
14645,15646,8.31
14646,15647,2.18
14647,15648,6.42
14648,15649,1.2
14649,15650,10.06
14650,15651,8.22
14651,15652,9.87
14652,15653,5.64
14653,15654,12.07
14654,15655,5.64
14655,15656,5.64
14656,15657,10.06
14657,15658,10.07
14658,15659,2.8
14659,15660,9.87
14660,15661,10.5
14661,15662,4.51
14662,15663,1.11
14663,15664,0.84
14664,15665,2.25
14665,15666,8.46
14666,15667,7.05
14667,15668,1.68
14668,15669,9.56
14669,15670,9.87
14670,15671,7.05
14671,15672,3.21
14672,15673,7.05
14673,15674,8.46
14674,15675,5.02
14675,15676,7.05
14676,15677,8.06
14677,15678,8.04
14678,15679,11.27
14679,15680,8.04
14680,15681,1.2
14681,15682,8.46
14682,15683,3.69
14683,15684,6.71
14684,15685,8.45
14685,15686,1.36
14686,15687,6.85
14687,15688,6.44
14688,15689,7.05
14689,15690,10.72
14690,15691,9.87
14691,15692,8.45
14692,15693,6.83
14693,15694,2.8
14694,15695,10.06
14695,15696,6.85
14696,15697,2.8
14697,15698,8.04
14698,15699,8.46
14699,15700,1.2
14700,15701,1.2
14701,15702,8.45
14702,15703,9.3
14703,15704,12.09
14704,15705,12.09
14705,15706,2.8
14706,15707,8.46
14707,15708,8.04
14708,15709,6.02
14709,15710,6.04
14710,15711,12.09
14711,15712,12.09
14712,15713,8.45
14713,15714,8.04
14714,15715,4.21
14715,15716,9.0
14716,15717,6.02
14717,15718,1.6
14718,15719,5.22
14719,15720,8.67
14720,15721,7.31
14721,15722,7.31
14722,15723,0.9
14723,15724,1.6
14724,15725,16.63
14725,15726,11.27
14726,15727,7.88
14727,15728,3.21
14728,15729,12.07
14729,15730,6.03
14730,15731,0.9
14731,15732,9.87
14732,15733,14.08
14733,15734,2.32
14734,15735,12.09
14735,15736,13.69
14736,15737,2.0
14737,15738,11.28
14738,15739,9.3
14739,15740,10.14
14740,15741,8.04
14741,15742,7.46
14742,15743,1.61
14743,15744,2.18
14744,15745,2.66
14745,15746,1.61
14746,15747,4.03
14747,15748,0.89
14748,15749,9.05
14749,15750,8.46
14750,15751,8.04
14751,15752,16.1
14752,15753,11.27
14753,15754,8.04
14754,15755,0.78
14755,15756,8.04
14756,15757,5.22
14757,15758,8.46
14758,15759,8.04
14759,15760,5.64
14760,15761,2.74
14761,15762,2.74
14762,15763,7.05
14763,15764,13.69
14764,15765,7.4
14765,15766,10.58
14766,15767,10.58
14767,15768,9.59
14768,15769,11.28
14769,15770,4.15
14770,15771,7.04
14771,15772,10.58
14772,15773,4.74
14773,15774,6.02
14774,15775,9.87
14775,15776,9.58
14776,15777,7.89
14777,15778,7.33
14778,15779,11.28
14779,15780,7.05
14780,15781,6.85
14781,15782,11.27
14782,15783,7.56
14783,15784,0.38
14784,15785,10.68
14785,15786,7.76
14786,15787,2.0
14787,15788,2.66
14788,15789,2.18
14789,15790,2.18
14790,15791,2.18
14791,15792,1.61
14792,15793,2.18
14793,15794,7.05
14794,15795,13.15
14795,15796,6.02
14796,15797,7.4
14797,15798,10.07
14798,15799,14.1
14799,15800,6.02
14800,15801,10.15
14801,15802,5.08
14802,15803,7.4
14803,15804,7.31
14804,15805,5.64
14805,15806,12.09
14806,15807,10.06
14807,15808,2.8
14808,15809,12.07
14809,15810,10.68
14810,15811,9.87
14811,15812,7.05
14812,15813,13.61
14813,15814,10.06
14814,15815,7.05
14815,15816,7.05
14816,15817,7.05
14817,15818,5.02
14818,15819,5.64
14819,15820,10.07
14820,15821,8.04
14821,15822,8.67
14822,15823,9.87
14823,15824,9.87
14824,15825,14.1
14825,15826,9.87
14826,15827,9.3
14827,15828,8.04
14828,15829,6.02
14829,15830,9.13
14830,15831,6.02
14831,15832,9.07
14832,15833,6.02
14833,15834,11.28
14834,15835,6.48
14835,15836,9.87
14836,15837,8.45
14837,15838,1.2
14838,15839,11.28
14839,15840,5.64
14840,15841,6.02
14841,15842,7.05
14842,15843,14.1
14843,15844,12.69
14844,15845,1.79
14845,15846,10.15
14846,15847,8.29
14847,15848,3.21
14848,15849,12.13
14849,15850,7.05
14850,15851,9.87
14851,15852,2.8
14852,15853,8.46
14853,15854,6.02
14854,15855,6.02
14855,15856,5.64
14856,15857,12.09
14857,15858,8.31
14858,15859,2.8
14859,15860,1.59
14860,15861,8.46
14861,15862,8.31
14862,15863,8.04
14863,15864,2.0
14864,15865,2.0
14865,15866,6.04
14866,15867,10.15
14867,15868,7.04
14868,15869,8.72
14869,15870,12.13
14870,15871,2.0
14871,15872,2.25
14872,15873,8.46
14873,15874,7.05
14874,15875,8.46
14875,15876,7.05
14876,15877,8.17
14877,15878,9.07
14878,15879,2.88
14879,15880,9.54
14880,15881,6.02
14881,15882,1.41
14882,15883,8.46
14883,15884,7.05
14884,15885,8.29
14885,15886,10.06
14886,15887,9.87
14887,15888,10.06
14888,15889,5.22
14889,15890,19.65
14890,15891,15.98
14891,15892,14.1
14892,15893,8.46
14893,15894,8.46
14894,15895,3.21
14895,15896,3.21
14896,15897,7.05
14897,15898,4.51
14898,15899,3.61
14899,15900,8.45
14900,15901,8.04
14901,15902,8.46
14902,15903,14.1
14903,15904,5.64
14904,15905,8.31
14905,15906,8.31
14906,15907,12.09
14907,15908,4.02
14908,15909,7.05
14909,15910,7.05
14910,15911,16.63
14911,15912,7.31
14912,15913,7.34
14913,15914,8.46
14914,15915,12.09
14915,15916,12.07
14916,15917,8.45
14917,15918,6.02
14918,15919,11.87
14919,15920,0.9
14920,15921,2.41
14921,15922,2.8
14922,15923,4.02
14923,15924,2.8
14924,15925,2.8
14925,15926,2.8
14926,15927,4.02
14927,15928,2.41
14928,15929,2.0
14929,15930,2.0
14930,15931,2.0
14931,15932,0.38
14932,15933,2.0
14933,15934,2.0
14934,15935,4.02
14935,15936,1.59
14936,15937,2.8
14937,15938,0.9
14938,15939,2.41
14939,15940,0.9
14940,15941,6.44
14941,15942,3.67
14942,15943,1.59
14943,15944,4.42
14944,15945,4.02
14945,15946,2.41
14946,15947,2.8
14947,15948,0.9
14948,15949,2.0
14949,15950,2.8
14950,15951,4.02
14951,15952,1.59
14952,15953,2.0
14953,15954,3.21
14954,15955,4.82
14955,15956,1.6
14956,15957,1.59
14957,15958,4.02
14958,15959,0.9
14959,15960,0.38
14960,15961,0.38
14961,15962,0.38
14962,15963,0.38
14963,15964,2.0
14964,15965,6.83
14965,15966,2.41
14966,15967,5.63
14967,15968,5.63
14968,15969,1.19
14969,15970,8.04
14970,15971,9.97
14971,15972,10.06
14972,15973,0.9
14973,15974,0.9
14974,15975,7.05
14975,15976,0.4
14976,15977,0.4
14977,15978,4.56
14978,15979,8.04
14979,15980,1.97
14980,15981,0.4
14981,15982,7.23
14982,15983,5.63
14983,15984,10.07
14984,15985,5.08
14985,15986,2.0
14986,15987,19.73
14987,15988,2.8
14988,15989,6.75
14989,15990,7.05
14990,15991,12.09
14991,15992,0.9
14992,15993,7.04
14993,15994,1.59
14994,15995,8.04
14995,15996,10.06
14996,15997,8.04
14997,15998,7.04
14998,15999,0.9
14999,16000,0.9
15000,16001,10.06
15001,16002,10.06
15002,16003,5.63
15003,16004,10.06
15004,16005,16.1
15005,16006,2.8
15006,16007,5.02
15007,16008,8.04
15008,16009,1.22
15009,16010,2.0
15010,16011,15.51
15011,16012,0.4
15012,16013,2.8
15013,16014,0.38
15014,16015,4.61
15015,16016,7.04
15016,16017,8.04
15017,16018,10.06
15018,16019,8.04
15019,16020,7.33
15020,16021,4.02
15021,16022,1.59
15022,16023,1.59
15023,16024,10.06
15024,16025,6.03
15025,16026,2.8
15026,16027,10.06
15027,16028,10.06
15028,16029,6.03
15029,16030,8.04
15030,16031,8.04
15031,16032,1.2
15032,16033,10.07
15033,16034,2.8
15034,16035,0.9
15035,16036,0.9
15036,16037,0.9
15037,16038,16.1
15038,16039,8.04
15039,16040,2.8
15040,16041,8.04
15041,16042,4.14
15042,16043,0.9
15043,16044,0.9
15044,16045,12.07
15045,16046,1.2
15046,16047,10.06
15047,16048,1.2
15048,16049,0.9
15049,16050,0.9
15050,16051,8.22
15051,16052,10.06
15052,16053,9.87
15053,16054,8.04
15054,16055,7.05
15055,16056,9.87
15056,16057,8.04
15057,16058,2.8
15058,16059,6.85
15059,16060,8.46
15060,16061,8.04
15061,16062,8.04
15062,16063,4.11
15063,16064,0.43
15064,16065,0.43
15065,16066,0.43
15066,16067,0.43
15067,16068,0.43
15068,16069,0.43
15069,16070,0.43
15070,16071,1.7
15071,16072,1.41
15072,16073,1.97
15073,16074,1.36
15074,16075,1.36
15075,16076,4.42
15076,16077,6.39
15077,16078,5.98
15078,16079,8.04
15079,16080,10.06
15080,16081,6.91
15081,16082,6.44
15082,16083,8.05
15083,16084,2.41
15084,16085,3.21
15085,16086,3.21
15086,16087,0.43
15087,16088,0.43
15088,16089,0.43
15089,16090,10.06
15090,16091,0.9
15091,16092,2.74
15092,16093,2.41
15093,16094,0.43
15094,16095,0.43
15095,16096,6.03
15096,16097,1.19
15097,16098,2.8
15098,16099,2.0
15099,16100,1.6
15100,16101,0.78
15101,16102,1.19
15102,16103,2.8
15103,16104,2.0
15104,16105,4.42
15105,16106,4.02
15106,16107,1.36
15107,16108,4.42
15108,16109,5.63
15109,16110,8.45
15110,16111,1.2
15111,16112,12.79
15112,16113,4.01
15113,16114,5.63
15114,16115,4.78
15115,16116,4.02
15116,16117,2.8
15117,16118,2.41
15118,16119,6.44
15119,16120,2.41
15120,16121,2.0
15121,16122,2.0
15122,16123,6.44
15123,16124,8.04
15124,16125,2.8
15125,16126,3.61
15126,16127,4.02
15127,16128,4.42
15128,16129,11.28
15129,16130,2.41
15130,16131,11.28
15131,16132,4.02
15132,16133,6.03
15133,16134,10.06
15134,16135,8.04
15135,16136,8.3
15136,16137,8.04
15137,16138,2.8
15138,16139,8.04
15139,16140,5.63
15140,16141,3.66
15141,16142,5.63
15142,16143,2.82
15143,16144,4.51
15144,16145,10.06
15145,16146,4.82
15146,16147,10.06
15147,16148,1.84
15148,16149,8.04
15149,16150,9.07
15150,16151,2.25
15151,16152,2.41
15152,16153,6.58
15153,16154,2.8
15154,16155,8.45
15155,16156,2.8
15156,16157,4.42
15157,16158,5.63
15158,16159,8.04
15159,16160,10.06
15160,16161,1.2
15161,16162,8.67
15162,16163,8.04
15163,16164,5.63
15164,16165,4.42
15165,16166,12.07
15166,16167,1.2
15167,16168,8.46
15168,16169,7.05
15169,16170,0.9
15170,16171,6.85
15171,16172,6.03
15172,16173,2.0
15173,16174,8.04
15174,16175,2.0
15175,16176,3.21
15176,16177,3.21
15177,16178,1.59
15178,16179,2.0
15179,16180,2.41
15180,16181,1.59
15181,16182,0.4
15182,16183,2.0
15183,16184,2.0
15184,16185,2.0
15185,16186,2.0
15186,16187,11.28
15187,16188,0.43
15188,16189,3.21
15189,16190,4.82
15190,16191,2.0
15191,16192,0.38
15192,16193,1.6
15193,16194,2.0
15194,16195,2.0
15195,16196,2.0
15196,16197,2.0
15197,16198,2.8
15198,16199,2.0
15199,16200,2.0
15200,16201,2.41
15201,16202,2.0
15202,16203,2.0
15203,16204,12.09
15204,16205,2.8
15205,16206,7.25
15206,16207,2.41
15207,16208,4.42
15208,16209,5.63
15209,16210,8.46
15210,16211,2.41
15211,16212,3.65
15212,16213,4.93
15213,16214,3.89
15214,16215,0.4
15215,16216,1.19
15216,16217,1.19
15217,16218,1.19
15218,16219,1.19
15219,16220,1.19
15220,16221,1.19
15221,16222,1.19
15222,16223,1.19
15223,16224,1.19
15224,16225,1.19
15225,16226,1.19
15226,16227,1.19
15227,16228,2.41
15228,16229,0.38
15229,16230,8.87
15230,16231,0.4
15231,16232,8.45
15232,16233,2.0
15233,16234,5.08
15234,16235,3.2
15235,16236,8.46
15236,16237,2.0
15237,16238,2.0
15238,16239,2.41
15239,16240,2.0
15240,16241,2.0
15241,16242,3.21
15242,16243,3.21
15243,16244,2.0
15244,16245,2.0
15245,16246,2.0
15246,16247,2.0
15247,16248,0.78
15248,16249,0.38
15249,16250,0.38
15250,16251,2.0
15251,16252,6.44
15252,16253,4.02
15253,16254,0.78
15254,16255,0.38
15255,16256,0.78
15256,16257,0.78
15257,16258,2.0
15258,16259,2.0
15259,16260,0.78
15260,16261,2.0
15261,16262,0.78
15262,16263,2.0
15263,16264,2.0
15264,16265,4.02
15265,16266,2.0
15266,16267,2.0
15267,16268,0.78
15268,16269,2.0
15269,16270,2.0
15270,16271,2.0
15271,16272,3.21
15272,16273,2.0
15273,16274,0.38
15274,16275,2.0
15275,16276,2.0
15276,16277,2.0
15277,16278,2.0
15278,16279,2.0
15279,16280,0.78
15280,16281,3.61
15281,16282,2.0
15282,16283,4.02
15283,16284,0.78
15284,16285,0.78
15285,16286,0.38
15286,16287,2.0
15287,16288,0.38
15288,16289,4.02
15289,16290,2.0
15290,16291,2.0
15291,16292,0.78
15292,16293,4.82
15293,16294,4.02
15294,16295,2.0
15295,16296,0.38
15296,16297,2.0
15297,16298,0.38
15298,16299,0.78
15299,16300,2.0
15300,16301,4.02
15301,16302,2.0
15302,16303,0.78
15303,16304,4.02
15304,16305,0.78
15305,16306,2.0
15306,16307,4.42
15307,16308,8.46
15308,16309,8.46
15309,16310,7.24
15310,16311,2.41
15311,16312,4.02
15312,16313,3.2
15313,16314,7.04
15314,16315,5.06
15315,16316,1.41
15316,16317,9.05
15317,16318,9.87
15318,16319,10.06
15319,16320,2.29
15320,16321,10.06
15321,16322,8.04
15322,16323,8.04
15323,16324,9.87
15324,16325,8.46
15325,16326,9.05
15326,16327,8.04
15327,16328,9.05
15328,16329,4.23
15329,16330,8.22
15330,16331,3.63
15331,16332,8.04
15332,16333,8.22
15333,16334,8.04
15334,16335,8.45
15335,16336,11.27
15336,16337,9.87
15337,16338,1.7
15338,16339,8.04
15339,16340,15.98
15340,16341,9.87
15341,16342,9.07
15342,16343,12.09
15343,16344,3.67
15344,16345,6.02
15345,16346,9.07
15346,16347,12.79
15347,16348,7.04
15348,16349,6.02
15349,16350,2.8
15350,16351,10.58
15351,16352,6.02
15352,16353,2.8
15353,16354,2.8
15354,16355,9.87
15355,16356,1.7
15356,16357,1.7
15357,16358,10.72
15358,16359,8.04
15359,16360,1.84
15360,16361,11.91
15361,16362,3.28
15362,16363,7.4
15363,16364,8.46
15364,16365,12.46
15365,16366,3.28
15366,16367,8.04
15367,16368,6.85
15368,16369,9.87
15369,16370,10.58
15370,16371,10.06
15371,16372,12.07
15372,16373,2.82
15373,16374,8.46
15374,16375,8.04
15375,16376,6.21
15376,16377,6.85
15377,16378,10.5
15378,16379,8.58
15379,16380,6.03
15380,16381,8.46
15381,16382,6.85
15382,16383,13.61
15383,16384,10.06
15384,16385,8.46
15385,16386,9.17
15386,16387,1.2
15387,16388,9.54
15388,16389,9.87
15389,16390,10.58
15390,16391,9.3
15391,16392,9.87
15392,16393,3.62
15393,16394,10.06
15394,16395,5.35
15395,16396,10.07
15396,16397,10.07
15397,16398,16.12
15398,16399,5.63
15399,16400,15.32
15400,16401,12.09
15401,16402,10.07
15402,16403,12.9
15403,16404,15.32
15404,16405,12.09
15405,16406,8.85
15406,16407,10.07
15407,16408,5.63
15408,16409,4.6
15409,16410,0.9
15410,16411,0.43
15411,16412,0.43
15412,16413,1.36
15413,16414,2.29
15414,16415,0.9
15415,16416,3.21
15416,16417,4.14
15417,16418,4.14
15418,16419,3.61
15419,16420,2.41
15420,16421,2.41
15421,16422,2.41
15422,16423,5.22
15423,16424,7.24
15424,16425,6.44
15425,16426,5.22
15426,16427,5.22
15427,16428,3.21
15428,16429,8.85
15429,16430,4.02
15430,16431,3.61
15431,16432,3.21
15432,16433,0.78
15433,16434,0.78
15434,16435,3.21
15435,16436,3.21
15436,16437,0.78
15437,16438,1.6
15438,16439,1.6
15439,16440,1.6
15440,16441,0.78
15441,16442,2.8
15442,16443,4.02
15443,16444,10.88
15444,16445,4.82
15445,16446,7.81
15446,16447,1.32
15447,16448,1.79
15448,16449,3.62
15449,16450,1.36
15450,16451,1.36
15451,16452,1.36
15452,16453,1.83
15453,16454,4.61
15454,16455,8.04
15455,16456,9.25
15456,16457,10.06
15457,16458,7.46
15458,16459,8.04
15459,16460,7.05
15460,16461,7.05
15461,16462,8.46
15462,16463,7.05
15463,16464,7.05
15464,16465,7.05
15465,16466,7.05
15466,16467,9.87
15467,16468,8.46
15468,16469,8.46
15469,16470,1.41
15470,16471,6.44
15471,16472,8.04
15472,16473,9.87
15473,16474,6.48
15474,16475,2.8
15475,16476,11.42
15476,16477,15.98
15477,16478,10.06
15478,16479,7.05
15479,16480,8.22
15480,16481,4.11
15481,16482,4.11
15482,16483,11.28
15483,16484,11.28
15484,16485,9.87
15485,16486,9.3
15486,16487,8.04
15487,16488,9.04
15488,16489,4.11
15489,16490,12.09
15490,16491,11.19
15491,16492,6.04
15492,16493,8.22
15493,16494,8.46
15494,16495,6.02
15495,16496,10.06
15496,16497,8.46
15497,16498,8.04
15498,16499,8.04
15499,16500,6.02
15500,16501,6.02
15501,16502,8.06
15502,16503,5.63
15503,16504,6.02
15504,16505,1.2
15505,16506,8.67
15506,16507,10.06
15507,16508,8.39
15508,16509,14.1
15509,16510,6.21
15510,16511,3.21
15511,16512,7.89
15512,16513,8.46
15513,16514,4.21
15514,16515,15.98
15515,16516,7.05
15516,16517,6.02
15517,16518,15.11
15518,16519,14.1
15519,16520,6.03
15520,16521,10.58
15521,16522,10.05
15522,16523,6.85
15523,16524,8.22
15524,16525,14.1
15525,16526,8.04
15526,16527,10.58
15527,16528,9.13
15528,16529,6.85
15529,16530,3.51
15530,16531,18.27
15531,16532,10.42
15532,16533,9.13
15533,16534,5.37
15534,16535,6.71
15535,16536,5.37
15536,16537,6.71
15537,16538,6.71
15538,16539,6.71
15539,16540,6.71
15540,16541,15.11
15541,16542,5.64
15542,16543,8.04
15543,16544,12.09
15544,16545,8.04
15545,16546,13.61
15546,16547,6.02
15547,16548,8.46
15548,16549,7.05
15549,16550,3.62
15550,16551,9.87
15551,16552,13.15
15552,16553,8.04
15553,16554,8.46
15554,16555,12.09
15555,16556,8.46
15556,16557,13.25
15557,16558,3.2
15558,16559,6.02
15559,16560,14.1
15560,16561,1.19
15561,16562,3.65
15562,16563,6.71
15563,16564,8.46
15564,16565,1.67
15565,16566,1.67
15566,16567,1.67
15567,16568,7.05
15568,16569,6.71
15569,16570,6.71
15570,16571,6.71
15571,16572,6.71
15572,16573,6.71
15573,16574,6.71
15574,16575,6.71
15575,16576,16.53
15576,16577,6.04
15577,16578,14.1
15578,16579,2.29
15579,16580,4.6
15580,16581,8.46
15581,16582,16.93
15582,16583,10.68
15583,16584,6.71
15584,16585,5.37
15585,16586,3.69
15586,16587,11.28
15587,16588,1.97
15588,16589,2.25
15589,16590,10.42
15590,16591,7.05
15591,16592,5.37
15592,16593,3.36
15593,16594,1.67
15594,16595,1.67
15595,16596,1.67
15596,16597,1.67
15597,16598,1.67
15598,16599,1.67
15599,16600,5.37
15600,16601,5.37
15601,16602,5.37
15602,16603,5.37
15603,16604,5.37
15604,16605,5.37
15605,16606,7.05
15606,16607,5.37
15607,16608,5.37
15608,16609,5.08
15609,16610,0.78
15610,16611,10.07
15611,16612,10.07
15612,16613,10.07
15613,16614,1.67
15614,16615,7.3
15615,16616,7.05
15616,16617,8.06
15617,16618,6.85
15618,16619,6.02
15619,16620,3.62
15620,16621,2.18
15621,16622,2.25
15622,16623,2.25
15623,16624,2.25
15624,16625,2.25
15625,16626,2.25
15626,16627,2.25
15627,16628,2.25
15628,16629,2.25
15629,16630,2.25
15630,16631,2.25
15631,16632,1.97
15632,16633,1.67
15633,16634,8.39
15634,16635,5.37
15635,16636,5.37
15636,16637,5.03
15637,16638,6.71
15638,16639,6.71
15639,16640,6.71
15640,16641,6.71
15641,16642,6.71
15642,16643,5.37
15643,16644,6.71
15644,16645,3.36
15645,16646,5.37
15646,16647,5.64
15647,16648,2.82
15648,16649,10.07
15649,16650,6.71
15650,16651,6.71
15651,16652,6.71
15652,16653,6.71
15653,16654,6.71
15654,16655,5.37
15655,16656,3.36
15656,16657,6.71
15657,16658,6.71
15658,16659,3.36
15659,16660,5.37
15660,16661,5.37
15661,16662,5.37
15662,16663,3.36
15663,16664,6.71
15664,16665,3.22
15665,16666,10.07
15666,16667,11.84
15667,16668,4.15
15668,16669,4.15
15669,16670,1.67
15670,16671,1.67
15671,16672,1.67
15672,16673,1.67
15673,16674,1.67
15674,16675,1.67
15675,16676,1.67
15676,16677,1.67
15677,16678,1.67
15678,16679,1.67
15679,16680,1.67
15680,16681,1.67
15681,16682,1.67
15682,16683,1.67
15683,16684,1.67
15684,16685,1.67
15685,16686,1.67
15686,16687,2.18
15687,16688,1.67
15688,16689,1.67
15689,16690,1.67
15690,16691,1.67
15691,16692,1.67
15692,16693,1.67
15693,16694,2.18
15694,16695,1.67
15695,16696,1.67
15696,16697,1.67
15697,16698,1.67
15698,16699,1.67
15699,16700,1.67
15700,16701,1.67
15701,16702,1.67
15702,16703,1.67
15703,16704,1.67
15704,16705,1.67
15705,16706,1.67
15706,16707,1.67
15707,16708,1.67
15708,16709,1.67
15709,16710,1.67
15710,16711,1.67
15711,16712,1.67
15712,16713,1.67
15713,16714,1.67
15714,16715,1.67
15715,16716,1.67
15716,16717,1.67
15717,16718,1.67
15718,16719,1.67
15719,16720,1.67
15720,16721,1.67
15721,16722,1.67
15722,16723,1.67
15723,16724,1.67
15724,16725,1.67
15725,16726,1.67
15726,16727,1.67
15727,16728,1.67
15728,16729,1.67
15729,16730,1.67
15730,16731,1.67
15731,16732,1.67
15732,16733,1.67
15733,16734,1.67
15734,16735,1.67
15735,16736,1.67
15736,16737,1.67
15737,16738,1.67
15738,16739,1.67
15739,16740,3.36
15740,16741,1.67
15741,16742,1.67
15742,16743,1.67
15743,16744,1.67
15744,16745,1.67
15745,16746,1.67
15746,16747,1.67
15747,16748,1.67
15748,16749,1.67
15749,16750,1.67
15750,16751,1.67
15751,16752,1.67
15752,16753,1.67
15753,16754,1.67
15754,16755,1.67
15755,16756,1.67
15756,16757,1.67
15757,16758,1.67
15758,16759,1.67
15759,16760,1.67
15760,16761,1.67
15761,16762,1.67
15762,16763,1.67
15763,16764,1.67
15764,16765,1.67
15765,16766,1.67
15766,16767,1.67
15767,16768,1.67
15768,16769,1.67
15769,16770,1.67
15770,16771,1.67
15771,16772,1.67
15772,16773,1.67
15773,16774,1.67
15774,16775,1.67
15775,16776,1.67
15776,16777,1.67
15777,16778,1.67
15778,16779,1.67
15779,16780,1.67
15780,16781,1.67
15781,16782,1.67
15782,16783,1.67
15783,16784,1.67
15784,16785,1.67
15785,16786,1.67
15786,16787,3.36
15787,16788,1.67
15788,16789,1.67
15789,16790,1.67
15790,16791,1.67
15791,16792,1.67
15792,16793,2.18
15793,16794,1.67
15794,16795,1.67
15795,16796,1.67
15796,16797,1.67
15797,16798,1.67
15798,16799,1.67
15799,16800,1.67
15800,16801,1.67
15801,16802,1.67
15802,16803,1.67
15803,16804,1.67
15804,16805,1.67
15805,16806,1.67
15806,16807,1.67
15807,16808,1.67
15808,16809,1.67
15809,16810,1.67
15810,16811,1.67
15811,16812,1.67
15812,16813,1.67
15813,16814,1.67
15814,16815,1.67
15815,16816,1.67
15816,16817,1.67
15817,16818,2.18
15818,16819,1.67
15819,16820,1.67
15820,16821,1.67
15821,16822,1.67
15822,16823,1.67
15823,16824,1.67
15824,16825,2.18
15825,16826,1.67
15826,16827,1.67
15827,16828,1.67
15828,16829,1.67
15829,16830,1.67
15830,16831,1.67
15831,16832,1.67
15832,16833,1.67
15833,16834,1.67
15834,16835,1.67
15835,16836,1.67
15836,16837,1.67
15837,16838,1.67
15838,16839,1.67
15839,16840,1.67
15840,16841,1.67
15841,16842,1.67
15842,16843,1.67
15843,16844,1.67
15844,16845,1.67
15845,16846,1.67
15846,16847,1.67
15847,16848,1.67
15848,16849,1.67
15849,16850,1.67
15850,16851,1.67
15851,16852,1.67
15852,16853,1.67
15853,16854,1.67
15854,16855,1.67
15855,16856,1.67
15856,16857,1.67
15857,16858,1.67
15858,16859,1.67
15859,16860,1.67
15860,16861,1.67
15861,16862,1.67
15862,16863,1.67
15863,16864,1.67
15864,16865,1.67
15865,16866,1.67
15866,16867,1.67
15867,16868,1.67
15868,16869,1.67
15869,16870,1.67
15870,16871,1.67
15871,16872,1.67
15872,16873,1.67
15873,16874,1.67
15874,16875,1.67
15875,16876,1.67
15876,16877,1.67
15877,16878,1.67
15878,16879,1.67
15879,16880,1.67
15880,16881,1.67
15881,16882,1.67
15882,16883,1.67
15883,16884,1.67
15884,16885,1.67
15885,16886,1.67
15886,16887,1.67
15887,16888,1.67
15888,16889,1.67
15889,16890,1.67
15890,16891,1.67
15891,16892,1.67
15892,16893,3.36
15893,16894,2.18
15894,16895,1.67
15895,16896,1.67
15896,16897,1.67
15897,16898,1.67
15898,16899,1.67
15899,16900,1.67
15900,16901,1.67
15901,16902,1.67
15902,16903,1.67
15903,16904,1.67
15904,16905,2.18
15905,16906,1.67
15906,16907,1.67
15907,16908,1.67
15908,16909,1.67
15909,16910,1.67
15910,16911,1.67
15911,16912,1.67
15912,16913,1.67
15913,16914,1.67
15914,16915,1.67
15915,16916,1.67
15916,16917,1.67
15917,16918,1.67
15918,16919,1.67
15919,16920,1.67
15920,16921,1.67
15921,16922,1.67
15922,16923,1.67
15923,16924,3.36
15924,16925,3.36
15925,16926,1.67
15926,16927,1.67
15927,16928,1.67
15928,16929,1.67
15929,16930,1.67
15930,16931,1.67
15931,16932,1.67
15932,16933,1.67
15933,16934,1.67
15934,16935,1.67
15935,16936,1.67
15936,16937,1.67
15937,16938,1.67
15938,16939,1.67
15939,16940,1.67
15940,16941,1.67
15941,16942,1.67
15942,16943,1.67
15943,16944,1.67
15944,16945,1.67
15945,16946,1.67
15946,16947,1.67
15947,16948,1.67
15948,16949,1.67
15949,16950,1.67
15950,16951,1.67
15951,16952,1.67
15952,16953,1.67
15953,16954,1.67
15954,16955,1.67
15955,16956,1.67
15956,16957,1.67
15957,16958,1.67
15958,16959,1.67
15959,16960,1.67
15960,16961,2.18
15961,16962,1.67
15962,16963,1.67
15963,16964,1.67
15964,16965,1.67
15965,16966,1.67
15966,16967,1.67
15967,16968,1.67
15968,16969,1.67
15969,16970,1.67
15970,16971,1.67
15971,16972,2.18
15972,16973,1.67
15973,16974,1.67
15974,16975,1.67
15975,16976,1.67
15976,16977,1.67
15977,16978,1.67
15978,16979,1.67
15979,16980,2.18
15980,16981,1.67
15981,16982,1.67
15982,16983,1.67
15983,16984,1.67
15984,16985,1.67
15985,16986,1.67
15986,16987,1.67
