,id,rating,number_of_ratings
17577,18578,,0
17578,18579,,0
17579,18580,,0
17580,18581,,0
17581,18582,,0
17582,18583,,0
17583,18584,,0
17584,18585,,0
17585,18586,,0
17586,18587,,0
17587,18588,,0
17588,18589,,0
17589,18590,5.0,0
17590,18591,,0
17591,18592,,0
17592,18593,,0
17593,18594,,0
17594,18595,,0
17595,18596,,0
17596,18597,,0
17597,18598,,0
17598,18599,,0
17599,18600,,0
17600,18601,,0
17601,18602,,0
17602,18603,,0
17603,18604,,0
17604,18605,,0
17605,18606,,0
17606,18607,,0
17607,18608,,0
17608,18609,,0
17609,18610,5.0,0
17610,18611,,0
17611,18612,,0
17612,18613,,0
17613,18614,,0
17614,18615,,0
17615,18616,,0
17616,18617,,0
17617,18618,,0
17618,18619,,0
17619,18620,,0
17620,18621,,0
17621,18622,,0
17622,18623,5.0,0
17623,18624,,0
17624,18625,,0
17625,18626,,0
17626,18627,,0
17627,18628,,0
17628,18629,,0
17629,18630,,0
17630,18631,,0
17631,18632,,0
17632,18633,,0
17633,18634,,0
17634,18635,,0
17635,18636,,0
17636,18637,,0
17637,18638,,0
17638,18639,,0
17639,18640,,0
17640,18641,,0
17641,18642,,0
17642,18643,,0
17643,18644,,0
17644,18645,,0
17645,18646,,0
17646,18647,,0
17647,18648,,0
17648,18649,,0
17649,18650,,0
17650,18651,,0
17651,18652,,0
17652,18653,,0
17653,18654,,0
17654,18655,,0
17655,18656,,0
17656,18657,,0
17657,18658,,0
17658,18659,,0
17659,18660,,0
17660,18661,,0
17661,18662,,0
17662,18663,,0
17663,18664,,0
17664,18665,,0
17665,18666,,0
17666,18667,,0
17667,18668,,0
17668,18669,,0
17669,18670,,0
17670,18671,,0
17671,18672,,0
17672,18673,,0
17673,18674,,0
17674,18675,,0
17675,18676,,0
17676,18677,,0
17677,18678,,0
17678,18679,,0
17679,18680,,0
17680,18681,,0
17681,18682,,0
17682,18683,,0
17683,18684,,0
17684,18685,,0
17685,18686,,0
17686,18687,,0
17687,18688,,0
17688,18689,,0
17689,18690,,0
17690,18691,,0
17691,18692,5.0,0
17692,18693,,0
17693,18694,,0
17694,18695,,0
17695,18696,,0
17696,18697,,0
17697,18698,,0
17698,18699,,0
17699,18700,,0
17700,18701,,0
17701,18702,,0
17702,18703,,0
17703,18704,,0
17704,18705,,0
17705,18706,,0
17706,18707,,0
17707,18708,,0
17708,18709,,0
17709,18710,,0
17710,18711,,0
17711,18712,,0
17712,18713,,0
17713,18714,,0
17714,18715,,0
17715,18716,,0
17716,18717,,0
17717,18718,,0
17718,18719,,0
17719,18720,,0
17720,18721,,0
17721,18722,,0
17722,18723,,0
17723,18724,,0
17724,18725,,0
17725,18726,,0
17726,18727,,0
17727,18728,,0
17728,18729,,0
17729,18730,,0
17730,18731,,0
17731,18732,,0
17732,18733,,0
17733,18734,,0
17734,18735,,0
17735,18736,,0
17736,18737,,0
17737,18738,,0
17738,18739,,0
17739,18740,,0
17740,18741,,0
17741,18742,,0
17742,18743,,0
17743,18744,,0
17744,18745,,0
17745,18746,,0
17746,18747,,0
17747,18748,,0
17748,18749,,0
17749,18750,,0
17750,18751,,0
17751,18752,,0
17752,18753,,0
17753,18754,,0
17754,18755,,0
17755,18756,,0
17756,18757,,0
17757,18758,5.0,0
17758,18759,,0
17759,18760,,0
17760,18761,,0
17761,18762,,0
17762,18763,5.0,0
17763,18764,,0
17764,18765,,0
17765,18766,,0
17766,18767,,0
17767,18768,,0
17768,18769,,0
17769,18770,,0
17770,18771,,0
17771,18772,,0
17772,18773,,0
17773,18774,,0
17774,18775,,0
17775,18776,,0
17776,18777,,0
17777,18778,,0
17778,18779,,0
17779,18780,,0
17780,18781,,0
17781,18782,,0
17782,18783,,0
17783,18784,,0
17784,18785,,0
17785,18786,,0
17786,18787,,0
17787,18788,,0
17788,18789,,0
17789,18790,,0
17790,18791,,0
17791,18792,,0
17792,18793,,0
17793,18794,,0
17794,18795,,0
17795,18796,,0
17796,18797,,0
17797,18798,,0
17798,18799,,0
17799,18800,,0
17800,18801,,0
17801,18802,,0
17802,18803,,0
17803,18804,,0
17804,18805,,0
17805,18806,,0
17806,18807,,0
17807,18808,,0
17808,18809,,0
17809,18810,,0
17810,18811,,0
17811,18812,,0
17812,18813,,0
17813,18814,,0
17814,18815,,0
17815,18816,,0
17816,18817,,0
17817,18818,,0
17818,18819,,0
17819,18820,,0
17820,18821,,0
17821,18822,5.0,0
17822,18823,,0
17823,18824,,0
17824,18825,,0
17825,18826,,0
17826,18827,,0
17827,18828,,0
17828,18829,,0
17829,18830,,0
17830,18831,,0
17831,18832,,0
17832,18833,,0
17833,18834,,0
17834,18835,,0
17835,18836,,0
17836,18837,,0
17837,18838,,0
17838,18839,,0
17839,18840,,0
17840,18841,,0
17841,18842,,0
17842,18843,,0
17843,18844,,0
17844,18845,,0
17845,18846,,0
17846,18847,,0
17847,18848,,0
17848,18849,,0
17849,18850,,0
17850,18851,,0
17851,18852,,0
17852,18853,,0
17853,18854,,0
17854,18855,,0
17855,18856,4.0,0
17856,18857,,0
17857,18858,,0
17858,18859,,0
17859,18860,,0
17860,18861,,0
17861,18862,5.0,78
17862,18863,4.5,47
17863,18864,5.0,10
17864,18865,4.5,19
17865,18866,4.5,55
17866,18867,4.5,18
17867,18868,,0
17868,18869,,0
17869,18870,5.0,0
17870,18871,,0
17871,18872,,0
17872,18873,,0
17873,18874,,0
17874,18875,,0
17875,18876,4.0,2
17876,18877,,0
17877,18878,,0
17878,18879,,0
17879,18880,,0
17880,18881,,0
17881,18882,,0
17882,18883,5.0,0
17883,18884,,0
17884,18885,4.0,7
17885,18886,,0
17886,18887,4.5,6
17887,18888,,0
17888,18889,,0
17889,18890,,0
17890,18891,4.5,3
17891,18892,,0
17892,18893,,0
17893,18894,,0
17894,18895,,0
17895,18896,,0
17896,18897,,0
17897,18898,,0
17898,18899,,0
17899,18900,4.5,3
17900,18901,5.0,0
17901,18902,,0
17902,18903,5.0,0
17903,18904,4.0,0
17904,18905,,0
17905,18906,,0
17906,18907,,0
17907,18908,,0
17908,18909,,0
17909,18910,,0
17910,18911,,0
17911,18912,,0
17912,18913,,0
17913,18914,,0
17914,18915,,0
17915,18916,,0
17916,18917,,0
17917,18918,,0
17918,18919,,0
17919,18920,4.5,2
17920,18921,,0
17921,18922,,0
17922,18923,,0
17923,18924,,0
17924,18925,,0
17925,18926,,0
17926,18927,,0
17927,18928,,0
17928,18929,,0
17929,18930,,0
17930,18931,,0
17931,18932,,0
17932,18933,,0
17933,18934,5.0,0
17934,18935,,0
17935,18936,,0
17936,18937,,0
17937,18938,,0
17938,18939,,0
17939,18940,,0
17940,18941,,0
17941,18942,,0
17942,18943,,0
17943,18944,,0
17944,18945,,0
17945,18946,5.0,4
17946,18947,4.5,2
17947,18948,5.0,4
17948,18949,,0
17949,18950,5.0,0
17950,18951,5.0,2
17951,18952,,0
17952,18953,5.0,4
17953,18954,4.0,0
17954,18955,5.0,3
17955,18956,,0
17956,18957,4.0,0
17957,18958,5.0,0
17958,18959,,0
17959,18960,,0
17960,18961,,0
17961,18962,,0
17962,18963,,0
17963,18964,4.0,4
17964,18965,3.0,0
17965,18966,5.0,0
17966,18967,,0
17967,18968,5.0,0
17968,18969,,0
17969,18970,,0
17970,18971,,0
17971,18972,,0
17972,18973,,0
17973,18974,,0
17974,18975,,0
17975,18976,,0
17976,18977,,0
17977,18978,,0
17978,18979,,0
17979,18980,,0
17980,18981,4.0,3
17981,18982,,0
17982,18983,,0
17983,18984,,0
17984,18985,,0
17985,18986,5.0,3
17986,18987,4.0,9
17987,18988,,0
17988,18989,4.0,0
17989,18990,,0
17990,18991,,0
17991,18992,,0
17992,18993,4.5,2
17993,18994,,0
17994,18995,,0
17995,18996,,0
17996,18997,,0
17997,18998,,0
17998,18999,,0
17999,19000,,0
18000,19001,,0
18001,19002,,0
18002,19003,,0
18003,19004,,0
18004,19005,,0
18005,19006,,0
18006,19007,,0
18007,19008,,0
18008,19009,,0
18009,19010,,0
18010,19011,,0
18011,19012,,0
18012,19013,,0
18013,19014,,0
18014,19015,4.5,4
18015,19016,5.0,0
18016,19017,5.0,0
18017,19018,,0
18018,19019,,0
18019,19020,,0
18020,19021,,0
18021,19022,,0
18022,19023,,0
18023,19024,,0
18024,19025,,0
18025,19026,,0
18026,19027,,0
18027,19028,4.5,3
18028,19029,,0
18029,19030,5.0,2
18030,19031,5.0,0
18031,19032,5.0,2
18032,19033,4.0,0
18033,19034,,0
18034,19035,,0
18035,19036,5.0,0
18036,19037,5.0,0
18037,19038,5.0,0
18038,19039,,0
18039,19040,,0
18040,19041,,0
18041,19042,4.0,0
18042,19043,2.0,0
18043,19044,,0
18044,19045,5.0,0
18045,19046,,0
18046,19047,,0
18047,19048,,0
18048,19049,,0
18049,19050,,0
18050,19051,,0
18051,19052,,0
18052,19053,,0
18053,19054,,0
18054,19055,,0
18055,19056,,0
18056,19057,,0
18057,19058,,0
18058,19059,,0
18059,19060,,0
18060,19061,,0
18061,19062,,0
18062,19063,,0
18063,19064,3.0,0
18064,19065,,0
18065,19066,,0
18066,19067,,0
18067,19068,,0
18068,19069,,0
18069,19070,,0
18070,19071,,0
18071,19072,,0
18072,19073,,0
18073,19074,,0
18074,19075,,0
18075,19076,,0
18076,19077,,0
18077,19078,5.0,0
18078,19079,,0
18079,19080,,0
18080,19081,,0
18081,19082,,0
18082,19083,,0
18083,19084,,0
18084,19085,,0
18085,19086,,0
18086,19087,,0
18087,19088,,0
18088,19089,,0
18089,19090,,0
18090,19091,,0
18091,19092,,0
18092,19093,,0
18093,19094,,0
18094,19095,,0
18095,19096,,0
18096,19097,,0
18097,19098,,0
18098,19099,,0
18099,19100,,0
18100,19101,,0
18101,19102,,0
18102,19103,,0
18103,19104,,0
18104,19105,,0
18105,19106,,0
18106,19107,,0
18107,19108,,0
18108,19109,,0
18109,19110,,0
18110,19111,,0
18111,19112,,0
18112,19113,,0
18113,19114,,0
18114,19115,,0
18115,19116,,0
18116,19117,,0
18117,19118,,0
18118,19119,,0
18119,19120,,0
18120,19121,,0
18121,19122,,0
18122,19123,,0
18123,19124,,0
18124,19125,,0
18125,19126,,0
18126,19127,,0
18127,19128,,0
18128,19129,,0
18129,19130,,0
18130,19131,,0
18131,19132,,0
18132,19133,,0
18133,19134,,0
18134,19135,,0
18135,19136,,0
18136,19137,,0
18137,19138,,0
18138,19139,,0
18139,19140,,0
18140,19141,,0
18141,19142,,0
18142,19143,,0
18143,19144,,0
18144,19145,,0
18145,19146,,0
18146,19147,,0
18147,19148,,0
18148,19149,,0
18149,19150,,0
18150,19151,,0
18151,19152,,0
18152,19153,,0
18153,19154,,0
18154,19155,,0
18155,19156,,0
18156,19157,,0
18157,19158,,0
18158,19159,,0
18159,19160,,0
18160,19161,,0
18161,19162,,0
18162,19163,,0
18163,19164,,0
18164,19165,,0
18165,19166,,0
18166,19167,,0
18167,19168,,0
18168,19169,,0
18169,19170,,0
18170,19171,,0
18171,19172,,0
18172,19173,,0
18173,19174,,0
18174,19175,,0
18175,19176,,0
18176,19177,,0
18177,19178,,0
18178,19179,,0
18179,19180,,0
18180,19181,,0
18181,19182,,0
18182,19183,,0
18183,19184,,0
18184,19185,,0
18185,19186,,0
18186,19187,5.0,0
18187,19188,,0
18188,19189,,0
18189,19190,,0
18190,19191,,0
18191,19192,,0
18192,19193,,0
18193,19194,,0
18194,19195,,0
18195,19196,,0
18196,19197,,0
18197,19198,,0
18198,19199,,0
18199,19200,,0
18200,19201,,0
18201,19202,,0
18202,19203,,0
18203,19204,,0
18204,19205,,0
18205,19206,,0
18206,19207,,0
18207,19208,,0
18208,19209,,0
18209,19210,,0
18210,19211,,0
18211,19212,,0
18212,19213,,0
18213,19214,,0
18214,19215,,0
18215,19216,,0
18216,19217,,0
18217,19218,5.0,0
18218,19219,,0
18219,19220,,0
18220,19221,,0
18221,19222,,0
18222,19223,,0
18223,19224,,0
18224,19225,,0
18225,19226,,0
18226,19227,,0
18227,19228,,0
18228,19229,,0
18229,19230,,0
18230,19231,,0
18231,19232,,0
18232,19233,,0
18233,19234,,0
18234,19235,,0
18235,19236,4.0,0
18236,19237,,0
18237,19238,,0
18238,19239,,0
18239,19240,,0
18240,19241,,0
18241,19242,,0
18242,19243,,0
18243,19244,,0
18244,19245,,0
18245,19246,,0
18246,19247,,0
18247,19248,,0
18248,19249,,0
18249,19250,,0
18250,19251,,0
18251,19252,,0
18252,19253,,0
18253,19254,,0
18254,19255,,0
18255,19256,,0
18256,19257,,0
18257,19258,,0
18258,19259,,0
18259,19260,,0
18260,19261,,0
18261,19262,,0
18262,19263,,0
18263,19264,,0
18264,19265,,0
18265,19266,,0
18266,19267,,0
18267,19268,,0
18268,19269,,0
18269,19270,,0
18270,19271,,0
18271,19272,,0
18272,19273,,0
18273,19274,5.0,0
18274,19275,,0
18275,19276,,0
18276,19277,,0
18277,19278,,0
18278,19279,,0
18279,19280,,0
18280,19281,,0
18281,19282,,0
18282,19283,,0
18283,19284,,0
18284,19285,,0
18285,19286,,0
18286,19287,,0
18287,19288,,0
18288,19289,,0
18289,19290,,0
18290,19291,,0
18291,19292,,0
18292,19293,,0
18293,19294,,0
18294,19295,,0
18295,19296,,0
18296,19297,,0
18297,19298,,0
18298,19299,,0
18299,19300,,0
18300,19301,,0
18301,19302,,0
18302,19303,,0
18303,19304,4.0,0
18304,19305,,0
18305,19306,,0
18306,19307,,0
18307,19308,,0
18308,19309,,0
18309,19310,,0
18310,19311,,0
18311,19312,,0
18312,19313,,0
18313,19314,,0
18314,19315,,0
18315,19316,,0
18316,19317,,0
18317,19318,,0
18318,19319,,0
18319,19320,,0
18320,19321,,0
18321,19322,3.0,0
18322,19323,,0
18323,19324,,0
18324,19325,,0
18325,19326,,0
18326,19327,,0
18327,19328,,0
18328,19329,,0
18329,19330,,0
18330,19331,,0
18331,19332,,0
18332,19333,4.5,2
18333,19334,4.5,3
18334,19335,4.5,100
18335,19336,4.0,20
18336,19337,4.0,7
18337,19338,5.0,56
18338,19339,4.5,193
18339,19340,4.5,8
18340,19341,4.5,7
18341,19342,4.5,6
18342,19343,4.5,13
18343,19344,4.5,10
18344,19345,,0
18345,19346,,0
18346,19347,4.5,24
18347,19348,,0
18348,19349,,0
18349,19350,,0
18350,19351,,0
18351,19352,5.0,6
18352,19353,,0
18353,19354,,0
18354,19355,,0
18355,19356,,0
18356,19357,,0
18357,19358,,0
18358,19359,,0
18359,19360,5.0,3
18360,19361,,0
18361,19362,,0
18362,19363,,0
18363,19364,,0
18364,19365,2.0,0
18365,19366,4.0,0
18366,19367,4.5,3
18367,19368,,0
18368,19369,,0
18369,19370,,0
18370,19371,,0
18371,19372,4.5,3
18372,19373,5.0,0
18373,19374,,0
18374,19375,,0
18375,19376,4.5,2
18376,19377,,0
18377,19378,,0
18378,19379,,0
18379,19380,,0
18380,19381,,0
18381,19382,,0
18382,19383,4.5,3
18383,19384,4.0,0
18384,19385,,0
18385,19386,,0
18386,19387,,0
18387,19388,,0
18388,19389,,0
18389,19390,,0
18390,19391,,0
18391,19392,,0
18392,19393,4.0,16
18393,19394,,0
18394,19395,5.0,0
18395,19396,,0
18396,19397,,0
18397,19398,,0
18398,19399,5.0,0
18399,19400,,0
18400,19401,,0
18401,19402,,0
18402,19403,,0
18403,19404,,0
18404,19405,,0
18405,19406,,0
18406,19407,5.0,9
18407,19408,4.0,6
18408,19409,5.0,3
18409,19410,4.0,10
18410,19411,,0
18411,19412,,0
18412,19413,,0
18413,19414,,0
18414,19415,,0
18415,19416,,0
18416,19417,5.0,6
18417,19418,4.5,15
18418,19419,,0
18419,19420,,0
18420,19421,,0
18421,19422,,0
18422,19423,,0
18423,19424,,0
18424,19425,,0
18425,19426,4.5,2
18426,19427,,0
18427,19428,5.0,3
18428,19429,4.5,7
18429,19430,,0
18430,19431,4.0,4
18431,19432,3.0,0
18432,19433,,0
18433,19434,,0
18434,19435,,0
18435,19436,,0
18436,19437,,0
18437,19438,,0
18438,19439,,0
18439,19440,5.0,0
18440,19441,,0
18441,19442,,0
18442,19443,,0
18443,19444,,0
18444,19445,,0
18445,19446,,0
18446,19447,,0
18447,19448,,0
18448,19449,,0
18449,19450,,0
18450,19451,,0
18451,19452,,0
18452,19453,,0
18453,19454,,0
18454,19455,,0
18455,19456,,0
18456,19457,,0
18457,19458,,0
18458,19459,,0
18459,19460,,0
18460,19461,,0
18461,19462,,0
18462,19463,,0
18463,19464,,0
18464,19465,,0
18465,19466,,0
18466,19467,,0
18467,19468,,0
18468,19469,,0
18469,19470,,0
18470,19471,,0
18471,19472,,0
18472,19473,,0
18473,19474,,0
18474,19475,,0
18475,19476,,0
18476,19477,,0
18477,19478,,0
18478,19479,,0
18479,19480,,0
18480,19481,,0
18481,19482,,0
18482,19483,,0
18483,19484,,0
18484,19485,,0
18485,19486,,0
18486,19487,5.0,4
18487,19488,,0
18488,19489,,0
18489,19490,4.0,0
18490,19491,4.5,3
18491,19492,,0
18492,19493,,0
18493,19494,,0
18494,19495,,0
18495,19496,,0
18496,19497,,0
18497,19498,,0
18498,19499,,0
18499,19500,,0
18500,19501,,0
18501,19502,,0
18502,19503,,0
18503,19504,,0
18504,19505,,0
18505,19506,,0
18506,19507,,0
18507,19508,,0
18508,19509,,0
18509,19510,,0
18510,19511,,0
18511,19512,,0
18512,19513,,0
18513,19514,,0
18514,19515,,0
18515,19516,,0
18516,19517,,0
18517,19518,,0
18518,19519,,0
18519,19520,,0
18520,19521,,0
18521,19522,,0
18522,19523,,0
18523,19524,,0
18524,19525,,0
18525,19526,,0
18526,19527,,0
18527,19528,,0
18528,19529,,0
18529,19530,,0
18530,19531,,0
18531,19532,,0
18532,19533,,0
18533,19534,,0
18534,19535,,0
18535,19536,,0
18536,19537,,0
18537,19538,,0
18538,19539,,0
18539,19540,,0
18540,19541,,0
18541,19542,,0
18542,19543,,0
18543,19544,,0
18544,19545,,0
18545,19546,,0
18546,19547,,0
18547,19548,,0
18548,19549,,0
18549,19550,,0
18550,19551,,0
18551,19552,,0
18552,19553,,0
18553,19554,,0
18554,19555,5.0,10
18555,19556,,0
18556,19557,,0
18557,19558,,0
18558,19559,,0
18559,19560,,0
18560,19561,,0
18561,19562,,0
18562,19563,,0
18563,19564,,0
18564,19565,,0
18565,19566,,0
18566,19567,,0
18567,19568,,0
18568,19569,,0
18569,19570,,0
18570,19571,,0
18571,19572,,0
18572,19573,,0
18573,19574,,0
18574,19575,,0
18575,19576,4.0,0
18576,19577,,0
18577,19578,,0
18578,19579,4.0,3
18579,19580,,0
18580,19581,,0
18581,19582,,0
18582,19583,5.0,0
18583,19584,,0
18584,19585,,0
18585,19586,5.0,0
18586,19587,3.5,2
18587,19588,,0
18588,19589,,0
18589,19590,,0
18590,19591,,0
18591,19592,,0
18592,19593,3.0,4
18593,19594,4.5,2
18594,19595,5.0,0
18595,19596,,0
18596,19597,,0
18597,19598,,0
18598,19599,,0
18599,19600,,0
18600,19601,,0
18601,19602,,0
18602,19603,,0
18603,19604,,0
18604,19605,,0
18605,19606,,0
18606,19607,5.0,0
18607,19608,5.0,0
18608,19609,,0
18609,19610,,0
18610,19611,,0
18611,19612,5.0,0
18612,19613,,0
18613,19614,,0
18614,19615,,0
18615,19616,,0
18616,19617,,0
18617,19618,5.0,3
18618,19619,,0
18619,19620,,0
18620,19621,,0
18621,19622,,0
18622,19623,,0
18623,19624,,0
18624,19625,,0
18625,19626,,0
18626,19627,,0
18627,19628,4.5,2
18628,19629,4.5,3
18629,19630,,0
18630,19631,,0
18631,19632,,0
18632,19633,,0
18633,19634,,0
18634,19635,,0
18635,19636,,0
18636,19637,,0
18637,19638,,0
18638,19639,,0
18639,19640,,0
18640,19641,5.0,3
18641,19642,5.0,0
18642,19643,,0
18643,19644,,0
18644,19645,,0
18645,19646,,0
18646,19647,,0
18647,19648,5.0,0
18648,19649,,0
18649,19650,,0
18650,19651,5.0,0
18651,19652,4.5,13
18652,19653,4.5,2
18653,19654,,0
18654,19655,,0
18655,19656,,0
18656,19657,,0
18657,19658,,0
18658,19659,,0
18659,19660,,0
18660,19661,,0
18661,19662,,0
18662,19663,,0
18663,19664,,0
18664,19665,,0
18665,19666,,0
18666,19667,,0
18667,19668,,0
18668,19669,,0
18669,19670,,0
18670,19671,,0
18671,19672,,0
18672,19673,,0
18673,19674,,0
18674,19675,,0
18675,19676,,0
18676,19677,,0
18677,19678,,0
18678,19679,,0
18679,19680,,0
18680,19681,,0
18681,19682,,0
18682,19683,,0
18683,19684,,0
18684,19685,,0
18685,19686,3.0,0
18686,19687,,0
18687,19688,,0
18688,19689,,0
18689,19690,,0
18690,19691,,0
18691,19692,4.0,0
18692,19693,,0
18693,19694,,0
18694,19695,,0
18695,19696,,0
18696,19697,,0
18697,19698,,0
18698,19699,,0
18699,19700,,0
18700,19701,,0
18701,19702,,0
18702,19703,,0
18703,19704,,0
18704,19705,,0
18705,19706,,0
18706,19707,,0
18707,19708,,0
18708,19709,,0
18709,19710,4.5,4
18710,19711,,0
18711,19712,5.0,7
18712,19713,4.5,2
18713,19714,,0
18714,19715,5.0,5
18715,19716,,0
18716,19717,,0
18717,19718,,0
18718,19719,,0
18719,19720,5.0,0
18720,19721,,0
18721,19722,,0
18722,19723,,0
18723,19724,,0
18724,19725,,0
18725,19726,,0
18726,19727,,0
18727,19728,,0
18728,19729,,0
18729,19730,,0
18730,19731,,0
18731,19732,,0
18732,19733,,0
18733,19734,,0
18734,19735,,0
18735,19736,,0
18736,19737,,0
18737,19738,,0
18738,19739,,0
18739,19740,,0
18740,19741,,0
18741,19742,,0
18742,19743,,0
18743,19744,,0
18744,19745,,0
18745,19746,,0
18746,19747,,0
18747,19748,,0
18748,19749,,0
18749,19750,,0
18750,19751,,0
18751,19752,,0
18752,19753,,0
18753,19754,,0
18754,19755,,0
18755,19756,4.5,2
18756,19757,,0
18757,19758,4.5,12
18758,19759,,0
18759,19760,,0
18760,19761,,0
18761,19762,,0
18762,19763,,0
18763,19764,,0
18764,19765,,0
18765,19766,5.0,6
18766,19767,,0
18767,19768,,0
18768,19769,,0
18769,19770,,0
18770,19771,,0
18771,19772,,0
18772,19773,,0
18773,19774,,0
18774,19775,,0
18775,19776,,0
18776,19777,,0
18777,19778,,0
18778,19779,,0
18779,19780,,0
18780,19781,,0
18781,19782,,0
18782,19783,,0
18783,19784,,0
18784,19785,,0
18785,19786,,0
18786,19787,,0
18787,19788,,0
18788,19789,,0
18789,19790,,0
18790,19791,,0
18791,19792,,0
18792,19793,,0
18793,19794,,0
18794,19795,,0
18795,19796,,0
18796,19797,,0
18797,19798,,0
18798,19799,,0
18799,19800,,0
18800,19801,,0
18801,19802,,0
18802,19803,,0
18803,19804,,0
18804,19805,,0
18805,19806,,0
18806,19807,,0
18807,19808,,0
18808,19809,,0
18809,19810,,0
18810,19811,,0
18811,19812,,0
18812,19813,,0
18813,19814,,0
18814,19815,,0
18815,19816,,0
18816,19817,,0
18817,19818,,0
18818,19819,,0
18819,19820,,0
18820,19821,,0
18821,19822,,0
18822,19823,,0
18823,19824,,0
18824,19825,,0
18825,19826,,0
18826,19827,,0
18827,19828,,0
18828,19829,,0
18829,19830,4.5,3
18830,19831,5.0,0
18831,19832,,0
18832,19833,,0
18833,19834,,0
18834,19835,4.5,3
18835,19836,,0
18836,19837,,0
18837,19838,,0
18838,19839,,0
18839,19840,,0
18840,19841,5.0,0
18841,19842,5.0,0
18842,19843,,0
18843,19844,5.0,0
18844,19845,,0
18845,19846,,0
18846,19847,,0
18847,19848,,0
18848,19849,3.0,0
18849,19850,,0
18850,19851,,0
18851,19852,,0
18852,19853,,0
18853,19854,,0
18854,19855,,0
18855,19856,,0
18856,19857,,0
18857,19858,,0
18858,19859,,0
18859,19860,,0
18860,19861,,0
18861,19862,,0
18862,19863,,0
18863,19864,,0
18864,19865,,0
18865,19866,,0
18866,19867,,0
18867,19868,,0
18868,19869,5.0,0
18869,19870,,0
18870,19871,,0
18871,19872,,0
18872,19873,,0
18873,19874,,0
18874,19875,,0
18875,19876,,0
18876,19877,,0
18877,19878,,0
18878,19879,,0
18879,19880,,0
18880,19881,,0
18881,19882,,0
18882,19883,,0
18883,19884,,0
18884,19885,,0
18885,19886,,0
18886,19887,,0
18887,19888,,0
18888,19889,,0
18889,19890,,0
18890,19891,,0
18891,19892,4.0,0
18892,19893,,0
18893,19894,5.0,4
18894,19895,,0
18895,19896,5.0,0
18896,19897,,0
18897,19898,,0
18898,19899,5.0,0
18899,19900,5.0,0
18900,19901,,0
18901,19902,5.0,0
18902,19903,5.0,0
18903,19904,4.0,0
18904,19905,,0
18905,19906,4.0,0
18906,19907,,0
18907,19908,5.0,2
18908,19909,,0
18909,19910,5.0,0
18910,19911,,0
18911,19912,,0
18912,19913,,0
18913,19914,,0
18914,19915,,0
18915,19916,4.0,2
18916,19917,,0
18917,19918,5.0,0
18918,19919,5.0,0
18919,19920,,0
18920,19921,4.0,0
18921,19922,,0
18922,19923,,0
18923,19924,,0
18924,19925,,0
18925,19926,,0
18926,19927,,0
18927,19928,,0
18928,19929,5.0,0
18929,19930,5.0,0
18930,19931,4.0,2
18931,19932,,0
18932,19933,5.0,0
18933,19934,,0
18934,19935,,0
18935,19936,,0
18936,19937,,0
18937,19938,,0
18938,19939,,0
18939,19940,,0
18940,19941,,0
18941,19942,,0
18942,19943,,0
18943,19944,,0
18944,19945,,0
18945,19946,,0
18946,19947,,0
18947,19948,,0
18948,19949,,0
18949,19950,,0
18950,19951,,0
18951,19952,,0
18952,19953,,0
18953,19954,,0
18954,19955,,0
18955,19956,,0
18956,19957,,0
18957,19958,,0
18958,19959,,0
18959,19960,,0
18960,19961,,0
18961,19962,,0
18962,19963,,0
18963,19964,,0
18964,19965,,0
18965,19966,,0
18966,19967,,0
18967,19968,,0
18968,19969,,0
18969,19970,,0
18970,19971,,0
18971,19972,,0
18972,19973,,0
18973,19974,,0
18974,19975,,0
18975,19976,,0
18976,19977,3.0,0
18977,19978,,0
18978,19979,,0
18979,19980,,0
18980,19981,,0
18981,19982,,0
18982,19983,,0
18983,19984,,0
18984,19985,,0
18985,19986,,0
18986,19987,,0
18987,19988,,0
18988,19989,,0
18989,19990,,0
18990,19991,,0
18991,19992,,0
18992,19993,,0
18993,19994,,0
18994,19995,,0
18995,19996,,0
18996,19997,,0
18997,19998,,0
18998,19999,,0
18999,20000,,0
19000,20001,,0
19001,20002,,0
19002,20003,,0
19003,20004,,0
19004,20005,,0
19005,20006,,0
19006,20007,,0
19007,20008,,0
19008,20009,,0
19009,20010,,0
19010,20011,,0
19011,20012,,0
19012,20013,,0
19013,20014,,0
19014,20015,,0
19015,20016,,0
19016,20017,,0
19017,20018,,0
19018,20019,,0
19019,20020,,0
19020,20021,3.0,0
19021,20022,,0
19022,20023,,0
19023,20024,,0
19024,20025,,0
19025,20026,,0
19026,20027,,0
19027,20028,,0
19028,20029,,0
19029,20030,,0
19030,20031,,0
19031,20032,,0
19032,20033,,0
19033,20034,,0
19034,20035,,0
19035,20036,,0
19036,20037,,0
19037,20038,,0
19038,20039,,0
19039,20040,,0
19040,20041,,0
19041,20042,,0
19042,20043,,0
19043,20044,,0
19044,20045,,0
19045,20046,,0
19046,20047,,0
19047,20048,,0
19048,20049,,0
19049,20050,,0
19050,20051,,0
19051,20052,,0
19052,20053,,0
19053,20054,,0
19054,20055,,0
19055,20056,,0
19056,20057,,0
19057,20058,,0
19058,20059,,0
19059,20060,,0
19060,20061,,0
19061,20062,,0
19062,20063,,0
19063,20064,,0
19064,20065,,0
19065,20066,,0
19066,20067,,0
19067,20068,,0
19068,20069,,0
19069,20070,,0
19070,20071,,0
19071,20072,,0
19072,20073,,0
19073,20074,,0
19074,20075,,0
